Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Skill	100	1	1	50	80	61				1	50	oskill	Spirit of Barbs	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Summon Grizzly	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fury	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Armageddon	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Hurricane	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fire Trauma	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Claw Mastery	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Psychic Hammer	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Tiger Strike	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Dragon Talon	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Shock Field	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Blade Sentinel	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Quickness	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fists of Fire	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Dragon Claw	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Charged Bolt Sentry	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Wake of Fire Sentry	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Weapon Block	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Cloak of Shadows	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Cobra Strike	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Blade Fury	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fade	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Shadow Warrior	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Claws of Thunder	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Dragon Tail	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Lightning Sentry	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Inferno Sentry	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Mind Blast	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Blades of Ice	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Dragon Flight	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Death Sentry	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Blade Shield	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Venom	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Shadow Master	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Royal Strike	3	6	regen		-8	-8							lcha	jewl									0	0	0
																																						
of Skill	100	1	1	80		81				1	50	oskill	Magic Arrow	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fire Arrow	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Inner Sight	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Critical Strike	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Jab	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Cold Arrow	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Multiple Shot	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Dodge	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Power Strike	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Poison Javelin	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Exploding Arrow	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Slow Missiles	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Avoid	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Impale	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Lightning Bolt	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Ice Arrow	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Guided Arrow	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Penetrate	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Charged Strike	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Plague Javelin	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Strafe	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Immolation Arrow	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Dopplezon	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Evade	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fend	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Freezing Arrow	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Valkyrie	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Pierce	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Lightning Strike	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Lightning Fury	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fire Bolt	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Warmth	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Charged Bolt	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Ice Bolt	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Frozen Armor	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Inferno	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Static Field	6	10	regen		-14	-14							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Telekinesis	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Frost Nova	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Ice Blast	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Blaze	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fire Ball	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Nova	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Lightning	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Shiver Armor	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fire Wall	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Enchant	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Chain Lightning	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Teleport	6	10	regen		-14	-14							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Glacial Spike	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Meteor	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Thunder Storm	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Energy Shield	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Blizzard	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Chilling Armor	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fire Mastery	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Hydra	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Lightning Mastery	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Frozen Orb	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Cold Mastery	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Amplify Damage	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Teeth	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Bone Armor	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Skeleton Mastery	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Raise Skeleton	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Dim Vision	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Weaken	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Poison Dagger	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Corpse Explosion	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Clay Golem	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Iron Maiden	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Terror	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Bone Wall	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Golem Mastery	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Raise Skeletal Mage	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Confuse	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Life Tap	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Poison Explosion	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Bone Spear	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	BloodGolem	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Attract	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Decrepify	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Bone Prison	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Summon Resist	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	IronGolem	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Lower Resist	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Poison Nova	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Bone Spirit	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	FireGolem	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Revive	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Sacrifice	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Smite	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Might	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Prayer	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Resist Fire	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Holy Bolt	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Holy Fire	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Thorns	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Defiance	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Resist Cold	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Zeal	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Charge	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Blessed Aim	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Cleansing	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Resist Lightning	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Vengeance	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Blessed Hammer	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Concentration	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Holy Freeze	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Vigor	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Conversion	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Holy Shield	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Holy Shock	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Sanctuary	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Meditation	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fist of the Heavens	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fanaticism	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Conviction	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Redemption	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Salvation	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Bash	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Sword Mastery	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Axe Mastery	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Mace Mastery	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Howl	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Find Potion	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Leap	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Double Swing	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Pole Arm Mastery	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Throwing Mastery	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Spear Mastery	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Taunt	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Shout	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Stun	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Double Throw	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Increased Stamina	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Find Item	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Leap Attack	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Concentrate	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Iron Skin	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Battle Cry	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Frenzy	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Increased Speed	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Battle Orders	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Grim Ward	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Whirlwind	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Berserk	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Natural Resistance	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	War Cry	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Battle Command	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Raven	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Plague Poppy	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Wearwolf	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Shape Shifting	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Firestorm	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Oak Sage	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Summon Spirit Wolf	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Wearbear	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Molten Boulder	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Arctic Blast	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Cycle of Life	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Feral Rage	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Maul	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Eruption	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Cyclone Armor	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Heart of Wolverine	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Summon Fenris	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Rabies	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fire Claws	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Twister	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Vines	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Hunger	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Shock Wave	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Volcano	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Tornado	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Spirit of Barbs	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Summon Grizzly	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fury	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Armageddon	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Hurricane	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fire Trauma	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Claw Mastery	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Psychic Hammer	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Tiger Strike	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Dragon Talon	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Shock Field	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Blade Sentinel	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Quickness	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fists of Fire	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Dragon Claw	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Charged Bolt Sentry	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Wake of Fire Sentry	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Weapon Block	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Cloak of Shadows	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Cobra Strike	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Blade Fury	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Fade	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Shadow Warrior	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Claws of Thunder	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Dragon Tail	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Lightning Sentry	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Inferno Sentry	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Mind Blast	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Blades of Ice	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Dragon Flight	6	10	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	80		81				1	50	oskill	Death Sentry	6	10	regen		-11	-11							lcha	jewl									0	0	0
